No,Name,Pos,Yr,Ht,Wt,Hometown,Last School
37,Grayden Addison,P,FR,5-11,220,"Noblesville, IN",Noblesville HS
32,Tylan Alejos,RB,FR,5-9,200,"Topeka, KS",Topeka HS
33,D'Marion Alexander,DE,FR,6-5,245,"China Spring, TX",China Spring HS
40,Tabor Allen,K,JR,6-1,195,"Mansfield, TX",Mansfield Lakeridge HS
91,Jelani Arnold,DL,SR,6-2,275,"Irving, TX",MacArthur HS
2,Lawrence Arnold,WR,SO,6-3,200,"DeSoto, TX",DeSoto HS
78,Joey Baker,OL,FR,6-4,275,"Southlake, TX",Southlake Carroll HS
70,Kobe Baynes,OL,SO,6-4,297,"Jacksonville, FL",Sandalwood HS
9,Jason Bean,QB,SR,6-3,200,"Mansfield, TX",Lake Ridge HS
6,Taiwan Berryhill Jr.,LB,JR,6-2,225,"New Orleans, LA",St. Augustine HS
83,Jacob Borcila,K,JR,6-2,210,"Westerville, OH",Westerville Central HS
68,Earl Bostick Jr.,OL,SR,6-6,310,"Barnwell, SC",Barnwell HS
26,Krishawn Brown,LB,SO,6-1,226,"Tulsa, OK",Booker T. Washington HS
2,Cobee Bryant,CB,SO,6-0,170,"Evergreen, AL",Hillcrest HS
5,O.J. Burroughs,S,SO,5-10,185,"Savannah, GA",IMG Academy
93,Sam Burt,DL,SR,6-4,295,"Abilene, KS",Abilene HS
77,Bryce Cabeldue,OL,SO,6-6,305,"Clovis, NM",Clovis HS
97,Kenean Caldwell,DL,JR,6-3,315,"Oak Grove, LA",Oak Grove HS
94,Andon Carpenter,DL,FR,6-2,270,"Derby, KS",Derby HS
47,Jared Casey,TE,SO,6-0,255,"Plainville, KS",Plainville HS
41,Ben Coates,LB,SO,5-11,215,"Overland Park, KS",Blue Valley North HS
26,Jack Codwell,RB,SO,6-0,226,"Pearland, TX",IMG Academy
81,Quinton Conley,WR,FR,6-6,205,"Kansas City, MO",Pembrooke Hill School
86,Mac Copeland,TE,SR,6-4,260,"Wichita, KS",Wichita Collegiate HS
16,Shaad Dabney,CB,SO,5-10,190,"Atlanta, GA",Cherokee Bluff HS
6,Jalon Daniels,QB,JR,6-0,215,"Lawndale, CA",Lawndale HS
35,Zion DeBose,DE,SR,6-2,250,"Salisbury, NC",North Rowan HS
22,Brian Dilworth,CB,FR,5-11,180,"Hollywood, FL",Chaminade-Madonna Prep
73,Dre Doiron,OL,SO,6-4,295,"London, Canada",Catholic Central / Buffalo
3,Mello Dotson,CB,SO,6-1,186,"Daytona Beach, FL",Mainland HS
43,Max Dowling,TE,FR,6-6,245,"Buffalo, NY",Canisius HS
32,Dylan Downing,LB,JR,6-1,235,"Kansas City, KS",Bishop Miege HS
51,Emory Duggar,LS,SO,6-2,228,"Baton Rouge, LA",Catholic HS
92,Tommy Dunn Jr.,DL,FR,6-3,310,"Garland, TX",Naaman Forest HS
14,Jalen Dye,S,SO,6-0,185,"San Diego, CA",Cathedral Catholic HS / Palomar College
16,Ben Easters,QB,FR,6-3,215,"Brownsburg, IN",Brownsburg HS
